18,Awesome new app\, so far so good.,US,2014-07-15 04:36:00,5,Gottaloveit420!,Great... Love it,427932542,
19,Love recording sound bites of where I am and what I'm doing .,US,2014-07-14 21:52:00,5,M19876,Fun!,427932542,
12575,Works a charm!,US,2014-09-17 00:39:00,4,Pilphil,Nice app!,647268330,
12576,the app is more stable\, pathfinding is better\, drivers are more decent and civilised. the gps updates just need work on preventing itself to zoom out when refreshing.,US,2014-09-15 01:35:00,4,kline talladen,better than easy,647268330,
12577,Easy\, safe\, fast. The best apps I ever downloaded.,US,2014-09-13 14:41:00,5,Hazinorman,Excellent,647268330,
12578,Fast\, reliable app. Just wish they'd add PayPal.,US,2014-09-12 16:33:00,4,mattogoesglobal,Would be five if non-cash payment offered,647268330,
12579,App is reliable and intuitive,US,2014-09-11 14:47:00,5,What's Up\, Doc?,Best Taxi App in Singapore!,647268330,
12580,The tracking feature is great! I can do other things while waiting and know when the driver is near. I can even call driver if I think he is making a wrong turn.,US,2014-09-11 04:36:00,5,MEC-myoffice,Very convenient!,647268330,
12581,This app is great. It links me to nearby cabs in the area without much hassle because I live in a very hard to reach area with low traffic. I needed to get out and my car wasn't with me so I had to resort to taking a cab out. Problem is there are no cabs in my direct area. Grabtaxi linked me with the cabs plying outside my estate with minimal fuss as the cabbie can get my location without much hassle.,US,2014-09-05 07:09:00,5,Micah Agyang,Convenient and great,647268330,
12582,Grab car is fabulous a lot better than taking the running taxi who doesn't wanna use a meter if you asked them to drop you off at the airport.,US,2014-09-05 05:38:00,5,D' Voyageur,Fabulous,647268330,
12583,Grab services changed. I'm always late for school because it takes too long to get a cab. Sometimes their drivers cancel if they have to wait for 5mins. Which is unfair. We (customers) have to wait for them to arrive at our location that takes them 10 mins or more and they cant wait for 5 mins for their passengers? And their customized cabs (sexy fox\,moose\,etc.) its for free yeah thats great but you get to ride them how many times? Uh\, once? They should provide more. And their base fare plus 70? Too much!! Not all filipinos can afford 70 pesos added to their fares excluding the 40 pesos based fare. I'm really disappointed. Grab taxi used to be affordable and accurate.,US,2014-09-05 05:16:00,1,Free movies!,From the best to the worst,647268330,
12584,As an Expat without a local number\, it is really useful.,US,2014-09-02 08:42:00,4,djwooley69,Great,647268330,
12585,Hãy ngừng việc nhờ La Thị Bải pr,US,2014-09-02 03:29:00,1,Bánh mì sữa,Ko nên cho 7 pr,647268330,
12586,UYD 675 was not helpful. Ive used the app too many times\, it was quick but this time he didn't know where to pick us up - it was at Club Mwah along Boni Ave\, we were tired after a show and we are getting soaked in the rain....app says the cab is a minute away from the pickup location. It may be a one-time thing and I hope the operator educates his driver. Other than that\, the app was ok.,US,2014-09-01 18:23:00,3,Anya Mendova,One-Time Deal,647268330,
12587,The worst ever,US,2014-08-31 02:53:00,1,Limajonny,Mr,647268330,
12588,รถสะอาด บริการดีค่ะ สะดวกสบาย ปลอดภัย,US,2014-08-30 12:18:00,5,Beanlany,Grabtaxi,647268330,
12589,For everybody in Bangkok... Don't even try to use it. I haven't got even a single response yet. and I use taxi every day. My friends told me the same thing,US,2014-08-28 14:03:00,1,Jacck2789,Terrible,647268330,
12590,The response for this app is excellent! Very fast... You don't waste time waiting for response. And it's for both times when you have or have not succeeded to get a taxi.,US,2014-08-28 03:41:00,5,Ms. HunnyBunny,Excellent app! Everyone should install this app.,647268330,
12591,Much faster than other apps. Really easy to use. Easy to cancel a booking if necessary. Drivers call you if they are stuck in traffic or need to confirm exactly where you are. All the drivers that have picked up my bookings have been super courteous and know where they are going. You can add extra info like 'NETS payment only and the drivers pay attention to the additional info (not like some others) Cannot  recommend highly enough. They do seem to have a glitch at the moment with the location map but it's a minor point given the service is quick and the drivers are polite and knowledgable.,US,2014-08-26 13:48:00,5,discojojo,Excellent,647268330,
12592,Do not use this app,US,2014-08-22 11:47:00,1,Anti Robbey,Robbey la thi bai cho an cuc,647268330,
12593,Very useful,US,2014-08-22 04:42:00,5,TinMk,Useful app,647268330,
12594,Catching up scheds? This is just perfect when you're in a hurry. Used it a number of times when I was catching my flights.,US,2014-08-21 19:04:00,5,dreivance,Perfecto!,647268330,
12595,I got the ride amongst a number of us scavenging for a taxi.,US,2014-08-20 11:51:00,4,erikssion,Very useful,647268330,
12596,I know how difficult it is to hail a cab in Jakarta\, even going to the streets can be a bit sketchy. GrabTaxi allows me to quickly order a taxi and get home safe because of its live tracking feature. Thank u GrabTaxi for transforming my taxi experience here in the crowded Jakarta <3,US,2014-08-20 10:39:00,5,Septembercind,LOVE THIS APP! Lifesaver,647268330,
12597,The concept is great\, the app a tiny bit clunky but it does the job. Affordable private cars (choose Grabcar) for almost the same price as regular taxis. Unlike Uber\, you can book these in advance.,US,2014-08-19 10:11:00,4,manurandon,Awesome way to get around in BKK,647268330,
12598,Love it! Because o this app\, im not afraid to take a taxi anymore :),US,2014-08-19 05:40:00,5,Nicog12345,Great app!,647268330,
12599,The application has wrong address but doesn't allow me to correct it...this causes trouble to taxi driver by wrong to wrong place and causes wasting time for customers,US,2014-08-19 02:26:00,3,Thai Dang,Entering address,647268330,
12600,In the Philippines the drivers are choosy.,US,2014-08-11 02:11:00,3,Gatas Salvaje Ako,Choosy Drivers,647268330,
12601,Drivers in the philippines specifically are choosy. They gave a lot of reason if they don't like the destination. Il never use the service again!,US,2014-08-10 05:10:00,1,Jingo Bracamonte,Choosy Drivers,647268330,
12602,They say GT offers transparency and safety.  So when the driver shows up in a car with a different plate number\, that defeats that purpose.  They say GT offers excellent drivers. But despite having bid to get the fare\, when your driver doesn't know how to get to your destination\, that really defeats the purpose.  These guys have a great concept\, but lack any form of quality control.,US,2014-07-22 01:34:00,1,FlyFish&Snowboard,False advertising - Bad driver. Bad car,647268330,
12603,What is the referral code?????,US,2014-07-09 12:16:00,2,Bui Manh Hieu,Referral,647268330,
12604,This was a very useful app while in Bangkok. They even called to verify if I got picked up. It was cool to see their exact location en route to picking us up.,US,2014-07-01 02:00:00,5,Mrmuckluck,Great app,647268330,
12605,53 drivers nearby and not one would accept..5 times!It never works when YOU NEED it.Does not work when raining,US,2014-06-23 02:01:00,1,DGernale,Useless,647268330,
12606,The ability to connect directly to nearby drivers and get their precise location and arrival time makes this app very useful. I am a frequent Uber user as well\, and this app has all the features of Uber\, but with local cab prices. I have had it work even in the rain\, when (as most Singaporeans will know) all other booking apps that go through the cab companies fall apart. The cabbies charge the regular On Call rates as extra whenever I've booked a cab from this app.,US,2014-05-30 12:46:00,5,God_Mode,Fantastic app\, great service,647268330,
12607,Taxi driver's are RUDE! WORST TAXI EXPERIENCE EVER! The taxi driver scolded and cursed me for choosing a route that was experiencing heavy traffic. (I had no idea about the situation). He went down the cab banged the door while still cursing me while we were stuck in the traffic. I am pregnant by the way! When I was about 150meters from the gate of my house\, he wanted me to go down the cab and walk. WHY? BECAUSE IT MIGHT BE HARD FOR HIM TO GO BACK TO OUT GUARDHOUSE WHEN INFACT IT WAS SO EASY TO JUST TURN AROUND! RUDE! RUDE! RUDE! DEFINITELY DELETING THIS APP! OVERCHARGED! DISRESPECTFUL TAXI DRIVERS! I'D RATHER WALK HOME THAN USE THIS APP AGAIN. (Thats coming from a pregnant lady btw!),US,2014-05-28 11:37:00,1,Jguthrie23,WORST DRIVERS EVER! WILL BE DELETING THIS APP!!,647268330,
12608,Changing an age old industry as fast as possible,US,2014-05-20 12:22:00,5,Allaboutconvenience,Great taxi cab booking app,647268330,
12609,My life is so much easier with grab taxi!! Thanks so much for finally bringing singapore up to global standard!,US,2014-05-14 01:52:00,5,Johnkim610,Great app!!,647268330,
12610,More expensive than calling in a booking. Non transparent fee structure. Would not recommend!,US,2014-04-25 12:23:00,1,Req2104,Overpriced\, overcharged,647268330,
12611,Seems polished enough but when you say there are 18 cabs near by and show them I don't expect for it to then say 'there are no cabs'.,US,2014-04-23 11:01:00,2,ayman,Nice idea. Didn't work.,647268330,
12612,I like the UI and the ability to book all cab companies via one app.I dislike that:-I cannot book a favorite destination.- I get spammed via email for every taxi I book.,US,2014-04-15 12:52:00,3,HenryRoxas,Cool features\, but some basic limitations,647268330,
12613,I love this app!,US,2014-04-09 15:07:00,5,Sk1980887,My goto booking app in Singapore,647268330,
12614,The app itself works but whether a taxi will come on time or not at all is a gamble!! Sometimes no one takes your bid!! Just make sure you have a backup plan. I've had drivers who showed up an hour before time and a driver who didn't show up at all. Good thing I wasn't going to the airport or had an appointment!! The inconvenience is that you have to book it at least 2 hours ahead of time. If there's a problem\, customer service doesn't answer their phone... Just use cautiously!!,US,2014-04-05 11:16:00,2,Nissrine Houari-Tarik,Sometimes it works!!,647268330,
12615,Good idea\, but no point if the drivers ignore every time.Had success first time\, since then tried on THREE separate occasions.  Each time was ignored.Fyi\, using in Bangkok,US,2014-03-28 12:18:00,1,Kkositkun,Useless,647268330,
12616,I had booked a Taxi in advance and Taxi arrived on time\, very polite and they used the meter! Wonderful to avoid Taxi scams,US,2014-02-22 08:41:00,5,Elmago150,Excellent!!,647268330,
12617,First off\,  the app is incredibly bad at determining my starting location.  Let ME touch the map and drop an accurate pin.  I know where I am!Secondly\,  the app is useless if every taxi is just going to ignore it.  Every attempt to book a taxi consists of a long wait while multiple cars are being contacted and finally results in the message: 'Sorry\, we were unable to find you a taxi'.Useless.,US,2014-02-07 10:57:00,1,Obiofulious,Just doesn't work,647268330,
12618,Easy to use\, safe and very convenient!,US,2013-12-28 04:13:00,5,enuhski,Excellent,647268330,
12619,I haven't had much success lately in calling for cabs so when I saw this app\, I didn't really have high expectations. Friday afternoon\, around 4:30 pm\, I tried calling several cab companies but I couldn't get a cab so I tried using this app at the same time. In five minutes\, I was able to get a confirmed booking and in less than 10 mins\, the cab was at my location. And he already had my destination on his GPS! Ricky\, the driver\, was very polite and pleasant as well. Overall\, an excellent experience! ü,US,2013-12-19 09:03:00,5,atetj,Better than expected!,647268330,
12620,Been using this app more this December because of the promo for Globe Users. Thanks for waiving the booking fee. I hope you can extend this promo until end of December ,US,2013-12-08 18:13:00,5,SleepyGirl30,Very Convenient!,647268330,
12621,App crashes all the time after update,US,2013-11-24 07:23:00,1,Iiiiiiiiiiiii123,Crashes after update,647268330,
12622,Late night to get home\, needed a taxi and then i found this app and it worked very well! Plus i got a very honest driver\, very safe(even the way he drives)! I'm very satisfied with my first trial and i will definitely use it every time now. Thanks whoever made this app\,you made my worries about getting a taxi go away! 2 thumbs up!,US,2013-11-03 14:50:00,5,Mlasser,Very convenient!,647268330,
